用户名,评论时间,评论内容,评分,赞同数
凌花花,2022-07-29 11:05:02,含腾量高也不过如此，而且，一直叫嚣含腾量，沈腾也拍过不少烂片呀😂,10,4301
朝阳区陆依萍,2022-07-29 11:26:07,开心麻花这次做出了一部能让很多人刮目相看的电影！说真的，好久没在电影院大笑了，另外，沈腾的喜剧节奏是真的好，笑点几乎都被他的表演带起来的。,40,1820
兰瑟,2022-08-05 02:51:42,马蓝星会不会给独孤月守寡我不知道，但再这么拍下去大家应该快能给中国电影守寡了吧。,20,889
南悠一,2022-07-30 00:10:32,谐音梗很自恋，辣目、夏洛特烦恼，这种梗把自己当中心，再碰上“主角大秀、配角围观”的主线，人物退居三堵墙安全区内，让它成了麻花最自恋的电影。配角们躺尸吃瓜，失能似的被主角操控，影片还有一对反对者直接被抹去，让人深觉讽刺。如果把派+看作大号病毒，还会发现，它科幻得不够硬，喜剧得不够软，主旋律的内核倒是强得很，那种“牺牲一个人拯救千万家”的煽情方式犹如抗疫，仿佛创作者做过2021年社会心理调查，以尝试迎合和煽动观众。可惜啊，到了2022年暑期，社会心理已不再是2021的状态了。,20,872
消亡之人,2022-07-29 11:31:23,"夏洛特烦恼充满了与剧情毫无关联的段子，把各种弱势群体的困境作为笑料，有时应该说是低俗的，其实也只讲了一个男人的白日梦，你在其中找不到任何激动人心，而只是“爽”。
独行月球则终于不再让我感到冒犯而是坦然笑出声来。月球独行者和地球遗民的双向奔赴让我感到开心麻花电影前所未有的情感重量。
但，夏洛特烦恼迎合小人物也属于小人物，它将无数人共有的重生意淫搬上银幕，实际上也倾诉了对诸多不公的诸多不满；独行月球却将同样由沈腾饰演的主角打造成大英雄，甚至和所有主旋律电影一样，将那个观众投射自身的形象，推向了牺牲。
用爱情做幌子也掩盖不了什么。
恭喜开心麻花，完成了自己的弧光。
恭喜主旋律电影，再添一员大将。
四星送你，再也不见。

除非什么时候能以马丽为核心拍一部……她真的值得。",40,1181
lin,2022-08-01 22:39:20,批评家占领了舆论高地，我等不懂文学的普通人，只能通过打分来表示抗议。老百姓喜欢的文艺才是好文艺。建议继续推动知识分子到贫下中农家庭中接受再教育。,50,600
鸿儒,2022-07-31 20:43:28,喜剧不是喜剧，爱情不是爱情，科幻不是科幻,20,666
.,2022-07-29 13:43:50,钱钱 对不起,10,2731
林大俊,2022-07-29 11:44:50,好久没在电影院看这么烂的片了。感觉这么热的夏天都比这电影更容易让人忍耐。,10,2658
jennie.H,2022-08-08 17:05:29,如坐针毡，如芒刺背，如鲠在喉,20,378
-洛榆-,2022-07-30 18:57:39,最喜欢一起点亮地球的画面，蠢且浪漫。,40,818
风蚀蘑菇,2022-07-29 19:23:13,这么说吧，上一次在电影院看到那么工整、顺畅，笑中带着泪和燃的电影，还是魔童哪吒和流浪地球。后半段哭了好几次，科幻最迷人的是无可救药的浪漫啊！几处大的奇观段落都能感受到这种绘本式的浪漫：为期四十天的逐日之旅，孤身一人一袋鼠横跨整个月球，太阳不灭白昼永恒；为救唯一的伙伴袋鼠决意返航，最后目睹日光一点一点从月平线沉下，此处应有《我是我最后的目击者》；驾着袋鼠拉橇在月面狂奔，孤独壮阔又浪漫，喷气推进腾空而起时犹如ET；以为自己被人类抛下时，全世界的灯为你亮起，跪地泣不成声；以身成为火箭推进器，粉身碎骨化作流星，一个普通人真正成为了英雄，成为了地球环永远常伴你左右。点一首《飞奔向你》吧，“我终于回家了”。,40,880
torakentai,2022-07-30 23:37:05,要求别太高 老百姓需要这种电影,50,545
landnan,2022-11-03 05:27:53,我真的不理解打低分的人。这片仅凭月球上袋鼠拉橇和化成星环守护你两点就可以称为宇宙级的浪漫了。加之笑点设置不走下三路，既有阳春白雪也有下里巴人。剧情没有明显瑕疵，所有的线索都前后呼应上了，节奏剪辑相较流浪地球有明显进步。特效如身临其境，各位演员的表演也是可圈可点，配乐更是非常让人惊喜。我愿称之为近年来最出色的国产影片之一！,50,242
Lin Nashty,2022-07-29 12:35:27,“含腾量”这一说法也该到此为止了，用腾把两个钟头塞得满满当当也没法掩饰全片的尴尬。ps：把二十年前某部日本特摄片大结局的关键剧情用来当煽情片段也是够离谱哈,20,893
受够了取网名,2022-07-30 23:01:37,原来两个小时可以这么漫长,20,641
我没有星,2022-07-30 16:36:00,一想到中国人进电影院看这种东西，就打心底觉得可怜又可惜,10,2187
kwglydx,2022-08-07 17:10:42,一、拿不下科幻就不要硬拍，没这个知识储备就不要硬拍，没有对科学的敬畏和严肃对待的态度就不要硬把喜剧和科幻做融合；二、说说沈腾吧，不知道是他自己要这么演，还是导演或是别人要求，怎么演啥都像烧烤摊吃串的普通中年大叔？这是维修宇宙飞船的工程师，怎么也是至少研究生毕业，发过n篇高质量论文的精英人设吧，一天天就想着一个女人然后在那念叨？还是那么严肃的场合？我看你心思根本不在学术上，一天天伤春悲秋，不干实事，你能去维修飞船，这未免是对当下奋斗艰辛挣扎内卷还考不上的考生最大的侮辱吧！三、还有价值观的输出，也是烧烤摊吃串的普通路人价值观。说刚子要找个母袋鼠生一窝小袋鼠……你们相识一场生离死别，你就说这个。大家都是成年人和鼠了，受过多元价值观的教育，就不能谈点鼠生意义！鼠生该做的事和梦想，就谈要生袋鼠！,20,252
十分无语2.0版,2022-08-04 22:37:50,呃  就真的很国产  前面单恋那里真的很让人不适且沈腾真的肥丑且油 还狂切近景😥强行上价值和牺牲还蛮让人无语的  安抚公袋鼠的措施是装成母袋鼠 太典了 bug太多了动物分辨同类不应该靠气味吗 后面手电筒那里真的看的很尴尬  反正陪别人看的 朋友看了开心加一颗星吧,20,322
迈基坎,2022-07-30 13:03:17,举着核弹炸陨石太他妈浪漫了,40,598
Sweet Unicorn,2022-08-01 21:33:14,他牙到底怎么补上的？？？,40,430
没有猫,2022-08-06 23:29:14,在我心里是个4星的商业片。但看到一堆审视者嘴脸打的恶评，我决定给5星拉高一下。你对不同类型的影片应该使用不同的评价体系，比如去大排档吃饭，那激愤吐槽它的用餐环境就很好笑了。,50,335
韦斯安徒生,2022-07-29 11:24:00,"含腾量百分百，果然靠谱。    
《独行月球》是《夏洛特烦恼》后沈马组合再度合体的首部长片。
《独行月球》是一部能满足喜欢开心麻花电影的观众所有期待的作品。
除了喜剧呈现，这部影片对待科幻的认真超出了我的预期，可以说是另辟蹊径从喜剧上给国产科幻大门又撬开了一条缝。",50,792
向标,2022-07-29 12:01:18,美团不出钱冠名袋鼠真是可惜,10,1771
宝宝星,2022-08-03 17:36:51,我不理解有什么好骂的，纯纯开心的两个小时，一个喜剧片干嘛要求那么多深度艺术造诣的，沈马让我开心了就这么简单。,50,367
游,2022-08-04 23:46:16,浪费人生两小时,20,310
姨妈的鸭,2022-07-29 19:03:35,4星是有的，但是让我感受到最好的一点不是电影的剧情，而是一种真正电影的感觉，它很陌生，它就像是平行时空里，我们在20年之后没有坠入过生活的大坑，继续往前推进到22年会看到的一本作品。,40,405
饿e咕,2022-09-06 10:07:59,独行月球6.8？？杨戬都有7分，什么世道啊,50,177
朝暮雪,2022-07-29 12:11:23,韦登是蓝图。,20,282
连城易脆,2022-07-29 15:45:05,豆瓣开分7.3算在预期之内吧，毕竟开心麻花在豆瓣路人缘不算好，且电影确实存在一些问题，加上之前不少伪麻花电影败了好感度，这个分数其实也还行。但我私心是希望本片票房能好一些，主要是基于产业方面的考量。今年由于疫情反复，电影院确实是无以为继，大家都在指着这部电影救市回血，影院经理这几天都是嗷嗷待哺，真的挺难的。另外现在市场合格的喜剧电影太少，本片不算特别出色，但绝对合格，路人观众笑得很开心，娱乐作用被充分发挥了，不该用文艺片的标准来审视这部电影。再有就是自从流浪地球后，国产片也一直没有像样的科幻片出现，这部电影的科幻元素还是可以凑合凑合的。以及马丽继成为第一位破百亿票房的中国女演员后，也将凭借此片超越寡姐成为大陆市场最高票房女演员。戏谑的是，就在前几天，马丽还被评为金扫帚最失望女演员，也是感慨。,40,352
渺渺です,2022-08-21 16:54:50,“我们国产片。。。好像要完蛋了。。。”,20,156
背影,2022-08-07 11:31:02,前半部分的笑点真的很尬。背后意淫马兰星，人形抱枕，番茄酱都让我闭上双眼。大刚第一次出场的时候用阴影暗示描摹女性也让我恶心。全程永远是吊丝男逆袭，女的无论多牛，都是观看者。只有男的拯救世界，然后赢得女人。全程没看懂为什么马兰星要爱上他…没必要…,20,186
不穿AJ,2022-07-29 23:39:50,如坐针毡 如芒刺背 如鲠在喉,10,1765
无知无觉,2022-07-29 16:59:51,真的太把观众当傻子了,20,822
AredPeanut,2022-07-29 13:42:20,看得忍不住玩手机,20,576
电子街道办,2022-07-29 11:27:52,好无聊…看得我坐立难安…,10,1484
宣纸画纸习题纸,2022-07-29 13:50:48,能给负分吗卧槽 浪费我时间,10,1275
杨威,2022-08-06 22:21:31,片子烂不可怕，观众没有识别能力才可怕。,10,592
Lilibaizi牌洗衣,2022-07-30 20:21:43,这破剧情和破台词让我觉得电影院里一群熊孩子都无所谓了🫤说好看的人认真的吗，我妈看睡着了，编剧是不是男的🫠这台词味太浓了，还有腾哥舔抱枕那块真把我恶心到了……太猥琐了,20,414
苏万,2022-11-13 07:48:18,跌落神坛 烂片预定,30,9
注水小猪肉,2022-10-11 21:47:57,好电影让人舍不得他结束，烂片让人好奇他怎么还没结束,20,82
天马星,2022-07-29 14:09:01,影片在全球亮灯之前的内容我还挺喜欢的，讲了一个孤独的个人与被困的集体相互拯救的故事，制作工整、节奏流畅、有笑有泪，算是今年目前为止最值得看的商业片。不过这个结尾真让人矛盾，形式上悲剧结尾不搞合家欢不落窠臼，但价值上牺牲小我成就大我依旧俗套，就像最近很火的“二舅”的故事，我们赞叹独孤月和“二舅”作为个体的善良选择，但身在集体的独孤月和“二舅”是否有的选呢？有人说“伟大的喜剧内核总是悲剧”，《独行月球》显然算不上伟大喜剧，但其内核无疑是悲剧，这个悲剧从银幕内延伸到银幕外。,40,318
L,2022-08-30 18:47:40,这电影居然还有人能看哭，是不是你家门口的树叶掉了也得上几炷香阿,10,269
Histone,2022-10-11 23:47:27,三倍速我都觉得慢。太垃圾了，科幻不是科幻，喜剧不是喜剧，爱情不是爱情，一个人的尴尬，拉上一群人，当生存都成了问题，谁关心你这狗屁直播。各种烂梗翻来覆去的炒。什么夏洛特烦恼，什么战狼2。隔着屏幕我都想吐。,10,151
遥控小啤酒,2022-08-03 01:04:33,事情是这样的，男生约我看电影，看完他说很好看，吃饭时还说西虹市首富也很好看，随后暗示着和我表白，本渣女想了想决定不渣这位哥们了,20,145
懂事的伸缩号🎄,2022-08-06 13:26:28,0分，整个片子浪费这么多时间在3d的袋鼠上，无趣，和月球有半毛钱关系？袋鼠求偶那段，下三滥且低俗，后排两个观众笑得五迷三道，我就越生气，无聊，以羞辱女性、性来做引子。,10,420
毛立新思,2022-10-09 13:34:30,这片儿很好看呀！7.5绝对值的，豆瓣现在装逼的人真多。,50,153
JOJOORC/Z,2022-08-02 21:25:24,恶心的价值观和更恶心的性别意识，没完没了的制造困难和煽情，冠冕堂皇地牺牲个体，全球消费二舅。,20,171
图拉快跑🦏,2022-07-31 18:57:07,这部片子其实很难定位。想来看喜剧的观众觉得煽情太多，想来看科幻的观众又觉得闹腾、肤浅。高端观影群体为片中的三俗笑点皱眉，普罗大众又觉得跟开心麻花之前大大方方一俗到底的片子相比变得不那么轻松好笑了。为了满足尽可能多的受众需求，结果却是处处不讨好。但奇怪的是，我看下来的观感居然还不错。反思原因，我想是因为我没有任何预设。我没有抱着看喜剧或是科幻的预期去看它，以“空”的状态去接受电影的一切设定，也就不会因为与预期不符而失望。作为无厘头喜剧，它不算太低俗，影院也的确笑声不断；作为科幻片，它也不像某“硬核科幻”那样有太多逻辑漏洞；作为剧情片，煽情部分虽多，但也大都用笑点消解了。总体来说可以算是一部3.5星的合格商业片，多出来的半星打给疫情之下岌岌可危的电影行业。,40,203
赵钱孙,2022-08-13 01:58:48,地球毁灭性灾难后，航空部变身 宣传部，用宣传拯救全人类的故事。真他妈中国呀！,20,86
Unknown,2022-07-31 21:12:21,独孤月：“现在有一个好消息和一个坏消息。好消息是：这是目前为止沈腾最全方位、多层次展示表演的一部喜剧片。坏消息是：开心麻花电影离最初的部分价值观越来越远了。”,30,233
蓝之节,2022-08-05 14:26:45,全片唯一笑点:你不是个人,30,130
淋,2022-07-29 19:06:52,中国主流电影死得差不多了，观众真的不行，看看哔哩哔哩就知道死得多彻底了，毁灭吧,20,405
moooofly,2022-11-01 21:18:14,"豆瓣网友真有意思，这么好的片子就给打分成这样，真是可以

这部片子有笑点，有泪点，更有反思

这部片子对宇宙，对地月关系，对中国航天能力都有涉及

难得见到中国电影将特效做到如此之好，值得吹嘘一番

原创音乐和改编音乐都很赞，李玟，金志文的献唱加分不少

沈腾马丽许久不曾一起合作了，这次的表现完全没有让我失望

强烈推荐这部片子，老少皆宜",50,130
大土鳖,2022-08-04 23:09:31,疯了吧，为什么6.9？我知道这个电影应该不是评价会两级，但是这是我心里最浪漫的沈马电影，受不了一些宇宙浪漫，你变成行星带保护了她，好喜欢好喜欢好喜欢,50,221
ttttmac,2022-08-02 10:56:57,"笑点套路且重复，就把人物和情绪捧高下一幕再摔下去的笑点，一部电影居然用了三四次。沈腾摔进洞，机器狗摔进洞，爬上梯子梯子倒了，李成儒摔下椅子，都是一个模式……

当然这个缺点还能忍，毕竟还是贡献了一些笑点。最后让人如坐针毡，几欲离场的还是煽情片段，地球亮灯、手推🚀离大谱，感情戏又臭又长，尴尬一批。

这个片子评价两极分化。是看了朋友圈有人大赞，再去看的。

趣味偏好有差异正常，但审美确实是有高低的。技法和表达的不足，是客观存在的。如果这部片子被捧的那么高，是对好电影不公平的，是劣币驱逐良币的。",20,198
DrBlackWatson,2022-08-09 23:35:58,大爱无疆式烂俗梗结局，仿佛工厂批量生产的套路电影，不仅如此，这次居然连笑点都几乎没有。比开心麻花平均水平更差。,20,138
老袁,2022-07-28 20:49:19,开心麻花的电影可以分为《独行月球》前和《独行月球》后。在此之前，开心麻花的电影是给屌丝捏脚。而《独行月球》能看到他们放弃捏脚的决心，也能看到已经捏成肌肉记忆的动作。有点拧巴，卡在逃逸速度不上不下。但它依旧是22年暑期档独一份。,40,88
п，已限流,2022-08-07 00:17:25,想不到这部电影最大的反派竟是我,40,64
格格不入br,2022-07-29 22:50:37,不推荐看，但凡看过就知道豆瓣的分是刷上来的。,10,809
-2是JoJo-,2022-11-26 18:24:28,黄才伦跟烂片划上等号了，以及被开心麻花这几年的预告片的骚操作劝退了//喜欢开心麻花的看笑了，不喜欢的看沉默了。最喜欢金刚鼠在月球奔跑跨越陨石坑那一幕，有一种工科浪漫。,30,1
清水,2022-07-31 00:21:34,结尾拉胯，喜剧片就认真搞笑好了，不要搞刻意煽情，更不要搞啥主题升华，前面有多搞笑，后面就有尴尬。,30,140
Blue,2022-07-29 12:27:18,从袋鼠出来那里就看不懂了,20,354
雪佛,2022-08-08 23:28:20,在这里，读懂中国,10,221
大黑熊,2022-07-31 07:24:15,j喜剧的内核是悲剧.这是拍给3年疫情重压下，重拾希望的人们的。,50,263
同志亦凡人中文站,2022-09-09 11:35:07,纯粹是觉得中国科幻片后继有人，尤其那个一人一鼠飞跃银河的画面，太有想象力了！让我不懂的是这片跟爱情有毛关系啊，马蓝星自始至终爱过独孤月吗？造神运动下的自我感动好好笑哦...,40,62
丸内虐待狂⛱,2022-07-30 21:10:31,无法接受观看死亡直播而感动,20,233
明安,2022-07-29 18:32:48,月球上的袋鼠雪橇很酷，其余的感觉都不太行，一是实在是跟《火星救援》太像了，二是煽情的部分毫无 build up，感觉很尴尬，我挠了下额头，旁边的小朋友惊呼道：不是吧？这你也哭？,30,62
阿德,2022-07-29 15:35:34,算是这两年开心麻花最佳，沈腾叔叔孤独又浪漫的喜剧表演值得一个影帝！！,40,156
-2是JoJo-,2022-11-26 18:24:28,黄才伦跟烂片划上等号了，以及被开心麻花这几年的预告片的骚操作劝退了//喜欢开心麻花的看笑了，不喜欢的看沉默了。最喜欢金刚鼠在月球奔跑跨越陨石坑那一幕，有一种工科浪漫。,30,1
夜礼服假面,2022-08-14 18:26:32,即使它有诸多不完美，我仍然愿意给它亮起五颗星，电影是一种即时的情绪体验，在这两个小时里有过充分投入的欢乐震撼和感动，这就是最好的事。腾妹是个好演员，这也是麻花真正应该做的戏，极致的浪漫，极致的人文关怀，极致的小人物的赞歌。期待腾妹真正回归演员&导演岗位！！！撒花！！！,50,119
Cosimo,2022-07-30 11:31:30,所有人在地球点灯只为了告诉一个孤独的人你不是一个人可太浪漫了,50,244
淋,2022-07-29 19:06:52,中国主流电影死得差不多了，观众真的不行，看看哔哩哔哩就知道死得多彻底了，毁灭吧,20,405
圆圆（二次圆）,2022-07-28 23:45:07,虽然跟这个《流浪地球2: 开心麻花》也没太多可比性了，但我真的太太太怀念《星际探索》了……,10,108
牙牙道人,2022-10-18 14:06:56,6.7？ 完整度这么高的一部科幻片豆瓣为啥分这么低？ 果然国外的月亮才是圆的是吧 呕,50,124
柯里昂,2022-07-29 14:38:45,严肃部分有“荒月余生”韵味，当然整体格调还是偏向喜剧，全世界都在拍太空戏，但把这出戏拍出“月球是我家，一人也不怕”的幽默范儿可能还真是独此一家。整体特效做得还是不错的，而且沈腾这次的表演比较加分，独角戏演得一点也不虚，以及他的队友金刚鼠某种程度上成了主导全片的关键。将最“绝望”的设定套上最诙谐的过程，再升华成令人唏嘘的结尾……比彗星撞地球的《不要抬头》更温柔，却似乎也比以往的开心麻花更“狠心”。,40,189
拍照的蘑菇,2022-07-30 22:32:53,好久没在电影院看过这么让人如芒刺背，如坐针毡，如鲠在喉的电影了,10,351
清水,2022-07-31 00:21:34,结尾拉胯，喜剧片就认真搞笑好了，不要搞刻意煽情，更不要搞啥主题升华，前面有多搞笑，后面就有尴尬。,30,140
233🍙,2022-07-31 18:41:43,精神强奸*,10,311
袁猎猎,2022-07-31 10:01:00,虽不值满分，但打一星的那些伪清醒、假正经你们也快省省吧，这么下去你沈姥爷可真躺平去玩综艺烂梗了，那里$挣得不舒服么？,50,211
ttttmac,2022-08-02 10:56:57,"笑点套路且重复，就把人物和情绪捧高下一幕再摔下去的笑点，一部电影居然用了三四次。沈腾摔进洞，机器狗摔进洞，爬上梯子梯子倒了，李成儒摔下椅子，都是一个模式……

当然这个缺点还能忍，毕竟还是贡献了一些笑点。最后让人如坐针毡，几欲离场的还是煽情片段，地球亮灯、手推🚀离大谱，感情戏又臭又长，尴尬一批。

这个片子评价两极分化。是看了朋友圈有人大赞，再去看的。

趣味偏好有差异正常，但审美确实是有高低的。技法和表达的不足，是客观存在的。如果这部片子被捧的那么高，是对好电影不公平的，是劣币驱逐良币的。",20,198
李斯特特,2022-08-31 19:49:01,谁能想到那么棒，人类，孤独又浪漫，热血又二逼，渺小又伟大。,50,96
明安,2022-07-29 18:32:48,月球上的袋鼠雪橇很酷，其余的感觉都不太行，一是实在是跟《火星救援》太像了，二是煽情的部分毫无 build up，感觉很尴尬，我挠了下额头，旁边的小朋友惊呼道：不是吧？这你也哭？,30,62
DrBlackWatson,2022-08-09 23:35:58,大爱无疆式烂俗梗结局，仿佛工厂批量生产的套路电影，不仅如此，这次居然连笑点都几乎没有。比开心麻花平均水平更差。,20,138
Blue,2022-07-29 12:27:18,从袋鼠出来那里就看不懂了,20,354
令狐婷婷,2022-08-01 04:38:23,rnm 退钱,10,251
丸内虐待狂⛱,2022-07-30 21:10:31,无法接受观看死亡直播而感动,20,233
greatabel,2022-07-31 00:24:23,太空拉雪橇那段很惊艳，整体远超期待,40,123
栗,2022-08-18 15:15:51,"完完全全是一部黑色电影，甚至在前半段文本的讽刺撑起了整个喜剧结构。
独孤月，一个被组织撤离时抛弃、遗漏在月球的人，组织发现他有利用价值，抹杀他的发声机会，通过配音变成宣传工具，通过喉舌替他发声，改变立意，设法让民众将他当做英雄，以换取民众虚妄的希望。
一个普通人被造神，抬到一个不属于他的位置。
他曾经是一个工程师，在组织不需要他的时候，他只能以维修工的身份来到月球上，他先被剥夺了，一个普通人想当英雄的机会；在地球需要希望的时候，抛弃他的组织，质疑他为什么不能表现的更像英雄一点，他又被剥夺了，一个普通人能不能不当英雄的权利。
马蓝星的角色，一个明明看到还有人没撤离，依然按下发射键的指挥官。在明确对方喜欢自己的前提下，依旧运用他人对自己的好感，造成他二次赴死的最终结局。",30,65
记忆的香气,2022-08-07 13:49:49,我觉的还不错，不至于这么低的分，7.2或7.3分差不多，有些人真的太苛刻了，国产电影什么水平大家心里没点X数吗？尤其这两年疫情，各方面影响拍摄，处处受限制，科幻片略带点轻喜剧能做到这样算是用心了，就算你不鼓励也别打压好吗？至少看的出在进步吧,40,87
小羽毛yy,2022-12-24 14:52:37,我实在是不能理解什么人会认为这是一部好电影，我甚至基本都没有笑过，恶俗，强制煽情，民族大义，乱七八糟，什么玩意。无法想象如果自己是花钱看了这部电影该气成什么样，虽然看它也是浪费了时间。2022.12.24,20,43
Yulin,2022-08-17 15:36:17,费这么大力气搞这么大的烂片，气死我了。,20,87
一个漫游癖,2023-01-23 15:31:10,私以为评分偏低了，结尾当然属于老套煽情，但成功返回了又何尝不老套。,40,44
看看电影聊聊天,2022-08-03 23:27:04,这个电影不应该低于7.5分,50,157
